script_id,imdb_id,title,year,gross,lines_data
7763,tt1535108,Elysium,2013,99,2.23504E+77
5306,tt0116191,Emma,1996,43,2.34635E+95
4163,tt0338963,Encrypt,2003,,5.53277E+83
6373,tt0146675,End of Days,1999,114,4.66732E+49
6522,tt1855199,End of Watch,2012,44,7.77778E+78
2222,tt0120660,Enemy of the State,1998,207,7.7734E+254
2226,tt0278435,Enough,2002,58,1E+103
5399,tt2390361,Enough Said,2013,18,1.23E+129
8532,tt0070034,Enter the Dragon,1973,,7.67678E+42
2227,tt0137494,Entrapment,1999,150,4.4323E+228
2232,tt0238380,Equilibrium,2002,1,7.77777E+22
2234,tt0097289,Erik the Viking,1989,4,3.4344E+124
4169,tt0195685,Erin Brockovich,2000,203,3.4232E+138
6113,tt0079116,Escape from Alcatraz,1979,126,7.77778E+48
892,tt0116225,Escape from L.A.,1996,49,1.04348E+64
2239,tt0082340,Escape from New York,1981,78,7.7778E+111
2240,tt0338013,Eternal Sunshine of the Spotless Mind,2004,47,3.3413E+254
2243,tt0106834,Even Cowgirls Get the Blues,1993,3,7.2003E+103
2244,tt0119081,Event Horizon,1997,50,7.6565E+234
8627,tt1945084,Everly,2014,,2.63434E+66
7937,tt1531663,Everything Must Go,2010,2,7.77778E+97
6093,tt1828970,Evidence,2013,,4.32103E+86
4178,tt0892051,Evil Angel,2009,,4.43367E+93
4183,tt0083908,Evil Under the Sun,1982,13,6.42243E+95
5400,tt0470752,Ex Machina,2015,26,7.7778E+104
901,tt0116253,Executive Decision,1996,135,6.27778E+75
6973,tt0120907,eXistenZ,1999,4,2.75763E+91
6918,tt1528100,Exodus: Gods and Kings,2014,69,7.57776E+67
6148,tt0204313,Exorcist: The Beginning,2004,58,7.77778E+47
2254,tt1225822,Extract,2009,12,7.2668E+122
898,tt0120663,Eyes Wide Shut,1999,95,3.64773E+95
902,tt0119094,Face/Off,1997,212,6.77773E+66
8845,tt0119099,Fallen,1998,46,7.77777E+79
7089,tt0074512,Family Plot,1976,,4.43465E+44
2265,tt0120667,Fantastic Four,2005,210,7.7548E+230
2266,tt0432283,Fantastic Mr. Fox,2009,24,4.54445E+82
4198,tt0060397,Fantastic Voyage,1966,,7.77778E+85
4199,tt0297884,Far from Heaven,2002,23,2.111E+151
5401,tt2935476,Far from the Madding Crowd,2015,12,4.4333E+100
8241,tt0097334,Farewell to the King,1989,5,7.67778E+23
2267,tt0116282,Fargo,1996,48,5.7778E+216
906,tt0083929,Fast Times at Ridgemont High,1982,,2.776E+111
2273,tt0106873,Fatal Instinct,1993,16,7.7643E+217
5309,tt0101862,Father of the Bride,1991,184,6.3464E+109
2276,tt0120669,Fear and Loathing in Las Vegas,1998,19,7.7778E+191
4204,tt0362636,Fear of Clowns,2004,,2.443E+117
910,tt0426459,Feast,2005,,7.6448E+106
909,tt0091042,Ferris Bueller's Day Off,1986,164,5.44531E+90
2282,tt0097351,Field of Dreams,1989,141,7.7434E+128
912,tt0137523,Fight Club,1999,63,6.2E+75
915,tt0195714,Final Destination,2000,86,7.71457E+38
2294,tt0309593,Final Destination 2,2003,67,3.22436E+81
7904,tt0414982,Final Destination 3,2006,71,4.0233E+76
4214,tt2219868,Finders Keepers: The Root of All Evil,2013,,4.44425E+81
2296,tt0266543,Finding Nemo,2003,549,4.3435E+254
6539,tt0087262,Firestarter,1984,39,3.62644E+30
916,tt0065724,Five Easy Pieces,1970,,3.3344E+105
4218,tt0240507,Five Feet High and Rising,2000,,1.67776E+30
7154,tt0418689,Flags of Our Fathers,2006,44,5.77478E+72
2299,tt0080745,Flash Gordon,1980,,6.47567E+65
917,tt0089155,Fletch,1985,114,7.7778E+109
2303,tt1907668,Flight,2012,102,5.5754E+121
4220,tt0408790,Flightplan,2005,121,3.5E+77
4221,tt1405500,For Colored Girls,2010,41,1.1E+88
6100,tt0082398,For Your Eyes Only,1981,194,7.46778E+19
8850,tt0800039,Forgetting Sarah Marshall,2008,76,7.4543E+122
921,tt0109830,Forrest Gump,1994,686,7.6245E+123
7378,tt1341167,Four Lions,2010,,7.7778E+124
2311,tt0113101,Four Rooms,1995,8,7.1434E+246
2313,tt1100089,Foxcatcher,2014,12,6.57778E+91
2314,tt0488120,Fracture,2007,49,5.4436E+199
4227,tt0264616,Frailty,2001,20,3.77778E+90
2316,tt0083967,Frances,1982,14,3.4434E+253
8521,tt0021884,Frankenstein,1931,298,6.34345E+57
5404,tt1142977,Frankenweenie,2012,38,3.35456E+47
2325,tt0329101,Freddy vs. Jason,2003,118,3.20031E+82
6356,tt0101917,Freddy's Dead: The Final Nightmare,1991,72,5.61366E+48
6333,tt0073018,French Connection II,1975,,7.77778E+13
2331,tt0186151,Frequency,2000,72,7.7778E+214
2334,tt0080761,Friday the 13th,1980,121,3.42006E+57
7174,tt0758746,Friday the 13th,2009,75,5.74646E+44
4235,tt0083972,Friday the 13th Part III,1982,107,2.22226E+53
926,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,31,7.77774E+73
4241,tt0101921,Fried Green Tomatoes,1991,165,3.2042E+78
6042,tt1632708,Friends with Benefits,2011,61,5.33335E+90
2337,tt1438176,Fright Night,2011,20,1.43322E+89
2338,tt0116367,From Dusk Till Dawn,1996,20,7.7778E+195
6196,tt0120860,From Dusk Till Dawn 2: Texas Blood Money,1999,,7.74768E+53
6965,tt0870111,Frost/Nixon,2008,22,7.77778E+93
2343,tt2294629,Frozen,2013,429,2.4735E+110
2344,tt0978759,Frozen River,2008,3,4.5434E+235
2346,tt2334649,Fruitvale Station,2013,17,3.43423E+92
2350,tt0093058,Full Metal Jacket,1987,103,7.7778E+217
4251,tt0369441,Fun with Dick and Jane,2005,149,6.63445E+12
2352,tt1201167,Funny People,2009,60,6.6778E+254
6270,tt2713180,Fury,2014,91,7.77778E+81
937,tt0119173,G.I. Jane,1997,91,3.30543E+80
935,tt1046173,G.I. Joe: The Rise of Cobra,2009,174,7.7778E+108
4256,tt0177789,Galaxy Quest,1999,122,4.5566E+135
2358,tt0425055,Game 6,2005,,7.7434E+185
939,tt1034032,Gamer,2009,23,7.65445E+50
2368,tt0083987,Gandhi,1982,,6.7778E+115
2370,tt0118900,Gang Related,1997,10,7.7665E+254
942,tt0217505,Gangs of New York,2002,116,7.7778E+127
7849,tt1321870,Gangster Squad,2013,49,7.77778E+77
2374,tt0333766,Garden State,2004,37,4.6778E+150
941,tt0119177,Gattaca,1997,23,7.61678E+52
2380,tt0208988,Get Carter,2000,24,7.77743E+85
7858,tt2561572,Get Hard,2015,93,7.7358E+140
4260,tt1226229,Get Him to the Greek,2010,67,7.5667E+135
2382,tt1194263,Get Low,2009,10,7.7778E+106
5408,tt2473602,Get on Up,2014,32,5.77778E+88
2384,tt0113161,Get Shorty,1995,144,7.7778E+251
2389,tt0099653,Ghost,1990,448,4.4377E+244
2396,tt0288477,Ghost Ship,2002,45,4.7776E+208
7324,tt0082449,Ghost Story,1981,,7.76047E+43
7329,tt0995039,Ghost Town,2008,15,7.7747E+107
2399,tt0162346,Ghost World,2001,9,3.3201E+250
7290,tt0087332,Ghostbusters,1984,592,4.7778E+105
2405,tt0097428,Ghostbusters II,1989,245,4.2578E+233
953,tt0210070,Ginger Snaps,2000,,2.1E+75
5315,tt0335119,Girl with a Pearl Earring,2003,16,1.46354E+62
2408,tt0172495,Gladiator,2000,303,5.4678E+173
8063,tt0097438,Gleaming the Cube,1989,6,6.77658E+73
2412,tt0104348,Glengarry Glen Ross,1992,22,7.7778E+254
8572,tt0080798,Gloria,1980,,6.11254E+34
8411,tt0097441,Glory,1989,58,2.77755E+75
8871,tt0385726,Glory Road,2006,56,3.67768E+90
2413,tt0139239,Go,1999,28,3.4542E+209
2419,tt0120684,Gods and Monsters,1998,11,5.7667E+254
6099,tt0113189,GoldenEye,1995,214,4.76446E+16
6271,tt2267998,Gone Girl,2014,178,6.4244E+150
8050,tt0187078,Gone in Sixty Seconds,2000,164,7.7778E+134
4286,tt0452625,Good Luck Chuck,2007,44,7.56435E+78
8881,tt0433383,"Good Night, and Good Luck.",2005,42,3.05768E+57
2427,tt0119217,Good Will Hunting,1997,261,7.7778E+209
4292,tt0099685,Goodfellas,1990,96,7.77758E+81
6515,tt0280707,Gosford Park,2001,63,4.20123E+60
962,tt0348836,Gothika,2003,85,1.4342E+93
2436,tt1205489,Gran Torino,2008,179,7.7735E+254
2438,tt0022958,Grand Hotel,1932,,4.6568E+254
2440,tt0338075,Grand Theft Parsons,2003,,5.4664E+221
5410,tt4270516,Grandma,2015,7,4.4332E+103
2445,tt1454468,Gravity,2013,293,4.56443E+67
8887,tt1133985,Green Lantern,2011,128,7.76766E+78
4306,tt0947810,Green Zone,2010,38,7.77778E+94
4308,tt1234654,Greenberg,2010,4,1E+158
971,tt0087363,Gremlins,1984,383,7.75456E+62
973,tt0099700,Gremlins 2: The New Batch,1990,85,7.44464E+58
6140,tt0462322,Grindhouse,2007,31,6.37744E+75
974,tt0119229,Grosse Pointe Blank,1997,53,7.77767E+91
975,tt0107048,Groundhog Day,1993,148,7.4447E+101
2462,tt0113243,Hackers,1995,15,7.7761E+172
2465,tt0480687,Hall Pass,2011,49,7.6456E+160
6836,tt0077651,Halloween,1978,174,5.33435E+45
4311,tt0373883,Halloween,2007,73,7.74432E+63
4315,tt0095271,Halloween 4: The Return of Michael Myers,1988,37,3.265E+72
6119,tt0097474,Halloween 5,1989,25,2.13232E+39
4317,tt0120694,Halloween H20: 20 Years Later,1998,102,3.45413E+73
6837,tt0082495,Halloween II,1981,79,4.53167E+40
4319,tt0220506,Halloween: Resurrection,2002,45,2.77351E+67
978,tt0113253,Halloween: The Curse of Michael Myers,1995,30,3.23266E+62
2470,tt0993842,Hanna,2011,44,3.45543E+83
2472,tt0091167,Hannah and Her Sisters,1986,94,5.741E+254
6568,tt0212985,Hannibal,2001,253,2.14465E+61
6315,tt0367959,Hannibal Rising,2007,35,7.7775E+64
6958,tt0079268,Hanover Street,1979,,7.77778E+75
983,tt0067180,"Happy Birthday, Wanda June",1971,,4.3343E+175
4328,tt0210094,Happy Campers,2001,,2.57563E+93
2483,tt0366548,Happy Feet,2006,262,7.67557E+42
985,tt0120696,Hard Rain,1998,36,7.7778E+114
8404,tt0073092,Hard Times,1975,21,6.77778E+57
986,tt0099739,Hard to Kill,1990,97,5.76778E+52
4333,tt0079271,Hardcore,1979,,6.4543E+99
4334,tt0099740,Hardware,1990,11,3.57778E+57
988,tt0366551,Harold & Kumar Go to White Castle,2004,25,7.77765E+94
4337,tt0067185,Harold and Maude,1971,,1.4768E+101
7607,tt0060490,Harper,1966,,4.47621E+19
989,tt0295297,Harry Potter and the Chamber of Secrets,2002,392,7.7778E+122
2492,tt0330373,Harry Potter and the Goblet of Fire,2005,393,5.4777E+198
4339,tt0417741,Harry Potter and the Half-Blood Prince,2009,350,1.3334E+117
992,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,348,4.4324E+116
991,tt0241527,Harry Potter and the Sorcerer's Stone,2001,488,4.53577E+89
7175,tt0422401,Hatchet,2006,,7.77665E+31
7176,tt1270835,Hatchet II,2010,,2.56478E+35
7177,tt1870419,Hatchet III,2013,,5.47534E+38
4341,tt2257436,Hate Crime,2012,,7.63578E+66
2498,tt1001508,He's Just Not That Into You,2009,109,3.423E+253
6585,tt0252501,Hearts in Atlantis,2001,37,6.24368E+50
996,tt0113277,Heat,1995,134,7.75478E+81
4345,tt0097493,Heathers,1988,2,3.0024E+102
6045,tt1929263,Heaven Is for Real,2014,97,7.7765E+103
2505,tt0110005,Heavenly Creatures,1994,6,2.522E+144
1001,tt0252503,Heist,2001,,7.4575E+138
7446,tt0167190,Hellboy,2004,82,7.77668E+67
1002,tt0411477,Hellboy II: The Golden Army,2008,91,7.77455E+93
2519,tt0093177,Hellraiser,1987,32,4.5544E+166
1006,tt0104409,Hellraiser III: Hell on Earth,1992,26,4.41035E+53
2524,tt0337636,Hellraiser: Deader,2005,,2.43424E+60
2529,tt0274546,Hellraiser: Hellseeker,2002,,3.34477E+77
1010,tt0122529,Henry Fool,1997,2,1.3678E+130
4351,tt1029120,Henry Poole Is Here,2008,2,3.33751E+37
2534,tt1220888,Henry's Crime,2010,,4.4436E+155
4352,tt1798709,Her,2013,27,5.7774E+128
5521,tt0119282,Hercules,1997,187,6.53468E+91
4353,tt1212419,Hereafter,2010,36,3.22778E+63
4354,tt0104412,Hero,1992,40,5.34378E+93
2535,tt1403177,Hesher,2010,,7.7754E+111
2536,tt0146882,High Fidelity,2000,44,5.7778E+254
2540,tt0091203,Highlander,1986,13,7.67547E+93
1008,tt0144964,Highlander: Endgame,2000,20,3.43558E+56
1015,tt0032599,His Girl Friday,1940,,1.3367E+209
7780,tt0386588,Hitch,2005,241,7.77762E+63
4361,tt0975645,Hitchcock,2012,6,7.74343E+92
4365,tt0311289,Holes,2003,97,7.77778E+66
2548,tt0164052,Hollow Man,2000,118,5.3578E+234
7120,tt0099785,Home Alone,1990,588,5.52158E+20
2550,tt0829193,Honeydripper,2007,,7.2568E+133
8618,tt0102057,Hook,1991,247,2.54653E+61
4369,tt0093209,Hope and Glory,1987,22,2.42602E+90
6300,tt1528071,Horns,2013,,7.47678E+77
2551,tt1499658,Horrible Bosses,2011,129,7.7778E+133
8243,tt2170439,Horrible Bosses 2,2014,57,7.3358E+118
1016,tt0340163,Hostage,2005,46,7.77778E+93
8902,tt0425112,Hot Fuzz,2007,29,7.7778E+115
4373,tt0787475,Hot Rod,2007,17,7.6445E+102
8157,tt0079308,Hot Stuff,1979,,7.7778E+113
2558,tt1231587,Hot Tub Time Machine,2010,55,4.4435E+123
1019,tt0395169,Hotel Rwanda,2004,32,7.7778E+115
1018,tt0251736,House of 1000 Corpses,2003,18,7.7778E+111
7445,tt0093223,House of Games,1987,5,2.43412E+69
4377,tt0116573,House of the Damned,1996,,6.65444E+76
7167,tt0397065,House of Wax,2005,43,2.63364E+21
4378,tt0185371,House on Haunted Hill,1999,69,3.7775E+92
4379,tt1341188,How Do You Know,2010,33,4.4443E+105
2565,tt0455538,How to Lose Friends & Alienate People,2008,3,7.4578E+113
2566,tt0892769,How to Train Your Dragon,2010,239,7.67778E+96
2567,tt1646971,How to Train Your Dragon 2,2014,188,6.55347E+89
2569,tt0102070,Hudson Hawk,1991,35,7.7778E+105
6672,tt0286716,Hulk,2003,190,7.77758E+88
2576,tt0219822,Human Nature,2001,1,2.572E+191
5533,tt0116583,Hunchback of Notre Dame,1996,196,7.77778E+80
5416,tt1477855,Hyde Park on Hudson,2012,6,3.7615E+99
4392,tt0480249,I Am Legend,2007,323,7.77774E+55
2579,tt1464540,I Am Number Four,2011,60,7.77777E+91
2580,tt0277027,I Am Sam,2001,61,6.0472E+168
7148,tt0119345,I Know What You Did Last Summer,1997,136,4.40241E+55
2582,tt1045772,I Love You Phillip Morris,2009,2,2.3334E+105
4394,tt1691920,I Melt with You,2011,,6.4358E+99
5417,tt3640682,I Smile Back,2015,,2.3355E+115
2584,tt1242432,I Spit on Your Grave,2010,,2.44534E+89
2585,tt0130018,I Still Know What You Did Last Summer,1998,74,6.7721E+141
4395,tt0770772,I Think I Love My Wife,2007,15,5.44577E+93
4396,tt0036027,I Walked with a Zombie,1943,,3.44436E+58
2587,tt0110097,I'll Do Anything,1994,21,7.5634E+254
5418,tt3236120,I'll See You in My Dreams,2015,7,3.2333E+150
8911,tt0343818,"I, Robot",2004,203,7.77756E+82
4397,tt0309698,Identity,2003,74,4.45567E+39
7447,tt2024432,Identity Thief,2013,143,2.22457E+98
4399,tt0387808,Idiocracy,2006,0,6.44578E+87
8916,tt0780536,In Bruges,2008,9,7.74778E+91
4403,tt0385267,In Good Company,2004,63,7.77765E+96
4404,tt0388125,In Her Shoes,2005,44,2.2321E+139
2596,tt0247425,In the Bedroom,2001,55,3.77776E+88
8488,tt0107206,In the Line of Fire,1993,214,7.77778E+77
2597,tt1226774,In the Loop,2009,2,7.3754E+254
7102,tt0113409,In the Mouth of Madness,1994,18,6.77777E+49
4409,tt0478134,In the Valley of Elah,2007,8,5.77768E+91
6747,tt1637688,In Time,2011,41,4.45778E+78
2598,tt1375666,Inception,2010,323,7.7753E+171
1030,tt0116629,Independence Day,1996,602,4.67764E+83
7330,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,384,7.7425E+107
2604,tt0097576,Indiana Jones and the Last Crusade,1989,431,7.7778E+227
1036,tt0087469,Indiana Jones and the Temple of Doom,1984,466,7.65554E+84
5420,tt1969062,Infinitely Polar Bear,2014,1,5.4434E+120
4423,tt0361748,Inglourious Basterds,2009,140,3.67768E+71
6867,tt1791528,Inherent Vice,2014,8,3.5443E+115
2613,tt0093260,Innerspace,1987,57,6.54768E+93
6968,tt0454848,Inside Man,2006,117,7.7778E+157
5424,tt2096673,Inside Out,2015,367,1.2323E+124
2618,tt1591095,Insidious,2010,59,3.32333E+83
7779,tt2226417,Insidious: Chapter 2,2013,89,1.13331E+86
2619,tt0278504,Insomnia,2002,100,7.2256E+225
6092,tt0816692,Interstellar,2014,200,5.4567E+122
2622,tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,218,7.7778E+228
7424,tt0089346,Into the Night,1985,16,4.77743E+41
2625,tt0758758,Into the Wild,2007,23,7.4557E+153
5423,tt2180411,Into the Woods,2014,136,5.32111E+86
1041,tt0138524,Intolerable Cruelty,2003,50,1.4678E+110
2629,tt0119381,Inventing the Abbotts,1997,11,7.4453E+254
2632,tt1057500,Invictus,2009,43,7.76578E+88
4437,tt0037820,Isle of the Dead,1945,,7.77767E+33
7631,tt3235888,It Follows,2014,15,2.10234E+84
2642,tt0038650,It's a Wonderful Life,1946,,4.6775E+186
2644,tt1230414,It's Complicated,2009,131,4.4412E+112
4440,tt0804497,It's Kind of a Funny Story,2010,7,3.6776E+103
4441,tt1278379,Jack Goes Boating,2010,0,7.7778E+137
6495,tt0790724,Jack Reacher,2012,87,6.72778E+60
2653,tt0119396,Jackie Brown,1997,75,5.5334E+254
1053,tt0099871,Jacob's Ladder,1990,53,7.7766E+135
2660,tt1229822,Jane Eyre,2011,12,3.222E+143
4238,tt0107254,Jason Goes to Hell: The Final Friday,1993,33,5.67773E+41
4236,tt0091080,Jason Lives: Friday the 13th Part VI,1986,44,7.77778E+68
2664,tt0211443,Jason X,2001,19,7.3445E+130
2666,tt0073195,Jaws,1975,1103,3.43548E+93
2671,tt0077766,Jaws 2,1978,382,4.5666E+141
4449,tt0085750,Jaws 3-D,1983,116,3.42237E+96
4450,tt0093300,Jaws: The Revenge,1987,46,4.3453E+127
2673,tt0261392,Jay and Silent Bob Strike Back,2001,46,3.5778E+217
4453,tt0301470,Jeepers Creepers II,2003,50,7.77048E+76
7624,tt1588334,"Jeff, Who Lives at Home",2011,4,7.52233E+68
2675,tt0104549,Jennifer 8,1992,23,7.7778E+221
7157,tt1131734,Jennifer's Body,2009,18,1.20013E+89
8120,tt0068762,Jeremiah Johnson,1972,,7.77578E+42
2679,tt0116695,Jerry Maguire,1996,303,6.7678E+229
2682,tt0102138,JFK,1991,145,2.7433E+254
1061,tt0425151,Jimmy and Judy,2006,,6.4344E+120
1060,tt0251160,John Q,2002,106,2.54754E+95
4459,tt1075747,Jonah Hex,2010,11,7.75378E+38
4460,tt0298388,Jonah: A VeggieTales Movie,2002,38,3.43334E+15
8196,tt2446980,Joy,2015,57,3.2771E+110
7892,tt0206314,Joy Ride,2001,33,6.42778E+97
2687,tt0113492,Judge Dredd,1995,69,7.54577E+80
8307,tt0045943,Julius Caesar,1953,,7.67778E+68
7651,tt0489099,Jumper,2008,97,7.77558E+83
6798,tt0091306,Jumpin' Jack Flash,1986,60,1.00402E+62
2688,tt0467406,Juno,2007,180,1.33E+221
2690,tt0107290,Jurassic Park,1993,844,7.7746E+135
1062,tt0163025,Jurassic Park III,2001,278,6.33434E+69
4488,tt0272152,K-PAX,2001,77,6.67468E+67
1067,tt0102181,Kafka,1991,2,7.77656E+61
8434,tt0080979,Kagemusha,1980,,7.77778E+28
2697,tt0107302,Kalifornia,1993,5,5.4512E+102
1213,tt0035423,Kate & Leopold,2001,72,7.73434E+87
6864,tt1250777,Kick-Ass,2010,52,7.77478E+84
7180,tt0113537,Kicking and Screaming,1995,1,4.34666E+50
2699,tt0113540,Kids,1995,14,3.3578E+208
4473,tt0116768,Kids in the Hall: Brain Candy,1996,5,7.76237E+16
4474,tt0266697,Kill Bill (Pt 1+2),2003,101,3E+97
6193,tt0378194,Kill Bill: Vol. 2,2004,92,7.77777E+69
4477,tt1311071,Kill Your Darlings,2013,1,7.7637E+109
7130,tt1726669,Killer Joe,2011,2,5.3456E+175
6302,tt1764234,Killing Them Softly,2012,16,7.7778E+115
8508,tt0110265,Killing Zoe,1993,0,7.7777E+105
8174,tt0024216,King Kong,1933,,7.77765E+54
2704,tt0360717,King Kong,2005,295,4.1338E+160
8382,tt0320661,Kingdom of Heaven,2005,64,7.77778E+85
7730,tt2802144,Kingsman: The Secret Service,2014,136,7.7747E+106
8510,tt0113552,Kiss of Death,1995,29,7.21477E+73
2711,tt0089424,Kiss of the Spider Woman,1985,,5.67778E+80
2713,tt0067309,Klute,1971,,7.56333E+90
8045,tt1013743,Knight and Day,2010,84,4.40354E+98
4487,tt0104627,Knight Moves,1992,1,7.4755E+108
2714,tt0478311,Knocked Up,2007,188,2.42E+254
4489,tt0079417,Kramer vs. Kramer,1979,367,5.7733E+111
1077,tt0119485,Kundun,1997,10,7.50234E+33
2719,tt0441773,Kung Fu Panda,2008,260,5.7778E+166
701,tt0053619,L'Avventura,1960,,3.42054E+97
1080,tt0119488,L.A. Confidential,1997,122,7.7778E+127
7521,tt0093378,La Bamba,1987,120,4.43574E+71
4495,tt1967545,Labor Day,2013,14,2.5557E+125
2728,tt0139414,Lake Placid,1999,54,6.334E+215
2731,tt0418819,Land of the Dead,2005,27,7.76678E+71
2733,tt1583420,Larry Crowne,2011,39,7.5566E+125
8958,tt0107362,Last Action Hero,1993,105,7.77778E+26
2736,tt1046947,Last Chance Harvey,2008,18,7.7776E+216
8412,tt0116830,Last Man Standing,1996,35,6.77746E+53
8961,tt1294688,Last Night,2010,,4.3334E+107
2743,tt0070849,Last Tango in Paris,1972,,2.2464E+110
8963,tt0479942,Last Time Forever,2006,,3.33434E+82
1091,tt1197624,Law Abiding Citizen,2009,85,7.7757E+101
7882,tt1212450,Lawless,2012,40,7.75468E+94
5432,tt3062976,Learning to Drive,2014,3,6.44574E+94
2745,tt0113627,Leaving Las Vegas,1995,64,7.7547E+138
9247,tt1327773,Lee Daniels' The Butler,2013,125,7.6478E+107
1093,tt0250494,Legally Blonde,2001,146,1.33353E+90
7922,tt3569230,Legend,2015,1,2.74555E+87
4515,tt0089469,Legend,1985,37,3.3434E+118
1094,tt1038686,Legion,2010,44,7.76335E+84
4516,tt0126388,Legionnaire,1998,,7.77778E+77
4519,tt0110413,Léon: The Professional,1994,67,6.43565E+61
2754,tt1707386,Les Misérables,2012,162,7.77778E+98
9253,tt1228987,Let Me In,2010,13,5.51777E+64
2755,tt0093409,Lethal Weapon,1987,145,3.7754E+243
2757,tt0122151,Lethal Weapon 4,1998,241,7.7778E+254
8970,tt0498380,Letters from Iwo Jima,2006,18,7.77778E+74
4525,tt0892318,Letters to Juliet,2010,58,3.5443E+130
1097,tt0097737,Leviathan,1989,34,5.66568E+85
8971,tt0119528,Liar Liar,1997,343,5.7455E+107
2762,tt0123964,Life,1999,109,7.7757E+254
2764,tt0264796,Life as a House,2001,23,2.4467E+254
5916,tt0118799,Life Is Beautiful,1997,109,7.7554E+107
2769,tt0454876,Life of Pi,2012,136,7.77778E+48
8972,tt0399281,Life on Liberty Street,2004,,2.40624E+65
8453,tt0093415,Light of Day,1987,23,5.54444E+66
2770,tt0102307,Light Sleeper,1992,2,5.5568E+192
2775,tt1219289,Limitless,2011,86,7.7544E+104
2777,tt0443272,Lincoln,2012,198,7.77777E+96
6966,tt0891527,Lions for Lambs,2007,18,7.70578E+63
1107,tt0417907,Little Athens,2005,,1.2778E+162
4539,tt0404203,Little Children,2006,7,4.20136E+67
7535,tt0102316,Little Man Tate,1991,51,4.3502E+109
4540,tt0449059,Little Miss Sunshine,2006,79,5.1014E+102
2785,tt0185431,Little Nicky,2000,63,7.6778E+218
6101,tt0070328,Live and Let Die,1973,174,7.77755E+17
2787,tt0113677,Living in Oblivion,1995,2,7.1165E+254
8562,tt0085859,Local Hero,1983,,7.76777E+56
2789,tt0120735,"Lock, Stock and Two Smoking Barrels",1998,6,7.7778E+188
5431,tt2692904,Locke,2013,1,4.4578E+101
4543,tt0074812,Logan's Run,1976,102,7.77756E+66
2793,tt0116905,Lone Star,1996,26,7.7774E+254
5433,tt1091191,Lone Survivor,2013,133,7.77778E+98
4553,tt0318155,Looney Tunes: Back in Action,2003,30,7.55577E+91
2797,tt1276104,Looper,2012,72,5.67777E+89
2799,tt0113690,Lord of Illusions,1995,26,7.7455E+231
2804,tt0399295,Lord of War,2005,32,7.6758E+195
4561,tt0116922,Lost Highway,1997,7,4.35344E+75
2807,tt0029162,Lost Horizon,1937,,7.7768E+246
8272,tt0089504,Lost in America,1985,,7.77777E+87
1118,tt0120738,Lost in Space,1998,128,7.7776E+117
2812,tt0335266,Lost in Translation,2003,64,7.53255E+59
4565,tt0160484,Lost Souls,2000,27,3.45678E+90
2814,tt0199725,Love & Basketball,2000,44,7.7655E+147
8232,tt0758752,Love & Other Drugs,2010,35,6.44337E+93
5435,tt2639344,Love Is Strange,2014,2,4.5668E+99
8556,tt0425210,Lucky Number Slevin,2006,29,3.3478E+104
6529,tt2872732,Lucy,2014,135,4.44444E+56
5437,tt0434541,Macbeth,2006,1,7.77777E+49
2815,tt0985694,Machete,2010,29,5.24103E+71
2816,tt1586752,Machine Gun Preacher,2011,0,4.3333E+115
4572,tt0227005,Made,2001,8,7.7773E+139
4575,tt1371155,Made in Dagenham,2010,1,1.4322E+104
2821,tt0175880,Magnolia,1999,38,7.7778E+254
6155,tt0070355,Magnum Force,1973,,7.77775E+22
2824,tt0097815,Major League,1989,109,5.2343E+221
8423,tt0089537,Mala Noche,1986,,7.65577E+49
1126,tt0104797,Malcolm X,1992,101,7.76536E+95
8653,tt1587310,Maleficent,2014,256,3.2141E+105
1127,tt0328099,Malibu's Most Wanted,2003,49,7.6668E+131
7548,tt0107497,Malice,1993,96,4.4452E+99
6388,tt0113749,Mallrats,1995,4,6.76555E+50
1128,tt0328107,Man on Fire,2004,109,5.57778E+90
2833,tt0125664,Man on the Moon,1999,59,6.7678E+204
1129,tt0104804,Man Trouble,1992,8,3.4354E+103
7871,tt3064298,Man Up,2015,,2.22E+133
4588,tt0073349,Mandingo,1975,,6.64767E+26
2846,tt0107507,Manhattan Murder Mystery,1993,23,3.4232E+254
1136,tt0091474,Manhunter,1986,20,7.7764E+117
7307,tt2172584,Maps to the Stars,2014,,3.76463E+96
8992,tt0466893,Margaret,2011,,4.2254E+211
2852,tt1615147,Margin Call,2011,5,7.3323E+141
2854,tt0757361,Margot at the Wedding,2007,2,5.3523E+215
4596,tt0390221,Maria Full of Grace,2004,9,3.21004E+95
2857,tt0822832,Marley & Me,2008,173,7.7776E+141
4597,tt0116996,Mars Attacks!,1996,74,7.73244E+60
2858,tt1441326,Martha Marcy May Marlene,2011,3,5.52E+102
8614,tt1663655,Martyrs,2015,,1.4E+37
4228,tt0109836,Mary Shelley's Frankenstein,1994,45,7.77775E+86
6514,tt0066026,MASH,1970,458,7.7778E+122
2865,tt0311113,Master and Commander: The Far Side of the World,2003,135,7.77778E+82
6833,tt0416320,Match Point,2005,31,7.7778E+148
1142,tt0325805,Matchstick Men,2003,53,7.6558E+142
4601,tt0110478,Maverick,1994,212,7.7768E+137
1146,tt0467197,Max Payne,2008,49,7.71754E+56
